age,fnlwgt,hours-per-week,race
25,186294,50,0
43,188786,45,0
38,31352,40,3
22,197613,30,0
33,161942,40,0
34,275438,40,0
65,361721,20,0
50,144968,15,0
29,190539,48,0
25,178037,40,0
54,306985,40,0
49,87928,40,0
44,242619,40,0
24,154165,40,0
25,511331,38,0
65,221026,20,0
56,222182,45,1
39,126569,60,0
23,202344,40,0
20,190423,20,0
24,238917,40,0
41,221947,50,0
40,37997,50,0
55,147098,50,0
38,278253,48,0
23,195411,40,1
44,76196,50,0
45,120131,40,0
20,186014,12,0
29,205903,40,0
43,125405,40,0
30,219838,40,0
28,19395,38,0
31,223327,40,0
52,114062,40,0
36,95654,50,0
38,177305,45,0
66,299616,40,0
63,117681,40,0
21,237651,35,0
33,150570,40,0
46,106705,50,0
20,174714,20,0
47,175958,60,0
33,144064,55,0
66,107112,30,1
20,54152,30,0
28,152951,40,0
46,190487,28,0
25,306666,45,1
37,195148,40,0
31,226624,60,0
49,157569,40,0
22,22966,20,0
52,379682,20,0
29,446559,50,0
18,41794,20,0
31,90409,35,0
23,125491,35,2
27,129661,40,3
54,104748,65,0
50,169182,49,0
46,324655,40,0
24,122272,40,0
17,114798,18,0
49,289707,45,0
54,137691,40,0
41,84610,60,0
49,166789,40,0
36,348728,35,0
23,348092,40,1
63,154526,40,0
67,288371,40,0
23,182342,40,0
22,244366,40,0
66,102423,30,0
25,259688,50,0
30,98733,20,0
35,174856,40,0
67,141797,40,0
30,327202,40,1
26,76996,38,1
34,260560,40,0
21,370990,40,0
18,129010,10,0
21,452640,40,0
76,120796,40,0
51,45334,70,2
26,229523,56,0
18,127388,25,0
18,395567,40,0
34,119422,50,0
59,193895,40,0
55,163083,45,0
33,155343,72,0
25,73895,10,0
48,107682,10,0
64,321166,5,0
47,154940,45,0
26,103700,40,0
36,63509,48,0
21,243842,40,0
54,187221,25,0
30,58597,44,0
41,190290,40,0
53,158352,35,0
34,62165,30,1
20,307149,35,0
24,280134,49,0
26,118736,20,0
25,171114,48,0
35,169638,36,0
41,125461,40,0
33,145434,40,0
18,152182,25,0
27,233724,38,0
32,153963,35,0
51,88120,40,1
38,96330,40,1
41,66118,25,0
26,182178,40,0
38,53628,35,0
54,174865,45,0
30,66194,60,0
31,73796,30,0
26,28366,40,0
75,231741,3,0
29,237865,40,1
61,195453,50,0
24,116934,45,0
22,87867,30,0
34,456399,40,0
42,263608,40,0
24,263498,40,0
42,183765,40,0
27,469705,40,1
39,113253,50,0
20,138768,40,0
51,302146,40,1
68,253866,30,0
28,214858,48,0
43,243476,40,0
35,169104,40,0
44,103218,40,1
41,57233,40,0
44,228320,45,0
20,217421,40,0
46,185041,75,0
27,37302,70,0
32,261059,50,0
46,59767,50,0
26,333541,24,0
20,133352,40,2
36,99270,40,0
49,204629,40,0
32,34104,55,0
32,312667,50,0
49,329603,40,0
36,281021,45,0
22,275385,25,0
52,129177,40,0
42,385591,50,0
22,201179,40,0
72,38360,16,0
30,73796,40,0
44,67671,40,0
23,257621,45,0
22,180052,20,0
59,656036,60,0
46,215943,40,0
30,488720,40,0
64,199298,30,0
31,305692,40,1
64,114994,20,0
45,88265,40,0
59,168569,40,0
32,175413,40,1
43,161226,40,3
66,160995,20,0
23,208598,45,0
49,200471,40,0
32,256609,40,0
49,176684,40,0
33,206512,40,0
28,212640,85,0
47,148724,40,1
41,266510,40,0
34,240252,40,0
25,358975,35,0
20,124242,40,0
21,434710,15,0
25,204338,30,0
46,241844,40,0
37,191342,40,2
41,221947,56,0
44,111483,50,0
30,65278,40,0
54,133403,40,0
35,166416,99,0
58,142158,12,0
21,221480,25,0
35,189878,40,0
35,278403,80,0
19,184710,20,0
48,177775,40,0
56,275943,40,0
65,225473,35,0
40,289403,35,1
26,269060,40,0
45,449354,40,0
26,214413,40,0
32,80058,40,0
35,202027,50,0
22,123440,48,0
37,191524,38,0
25,308144,40,0
64,164204,53,0
46,205100,48,0
30,195750,27,0
63,149756,40,0
51,240358,40,0
68,241174,16,0
36,356838,50,0
28,115705,50,0
41,137142,40,0
47,296066,40,0
22,401335,30,1
33,182771,80,2
34,186824,40,0
46,162187,40,0
28,98010,40,0
36,172538,52,0
18,80163,20,0
33,43959,50,0
51,162632,60,0
56,115422,35,0
54,100933,40,0
29,270379,40,1
40,20109,84,3
53,114758,65,0
22,100345,35,0
33,184901,40,0
28,87239,50,0
63,127363,12,0
53,199720,60,0
37,143058,50,0
50,36489,40,0
22,141698,40,0
40,26358,40,0
22,195532,40,0
21,30039,40,0
25,125159,40,1
20,246250,40,0
43,77370,40,0
29,355569,50,0
32,180603,40,0
42,201785,50,0
33,256211,40,2
27,146764,40,0
22,211968,40,0
29,200515,38,0
29,52636,40,0
20,27049,20,0
35,111128,40,0
31,348038,50,0
33,93930,50,0
67,397831,40,0
46,33794,10,0
45,178215,40,0
17,191910,20,0
35,340110,70,0
48,133694,40,1
49,148398,40,1
20,133515,40,0
27,181667,46,0
64,159715,20,0
53,174040,40,1
52,117700,40,0
29,37215,55,0
32,46807,40,0
48,317360,20,0
30,425627,40,0
34,82623,20,0
19,63574,50,0
39,140854,50,0
28,185061,40,0
17,160118,10,0
54,282680,50,0
24,137591,40,0
25,198163,40,0
25,132749,12,0
48,31264,40,0
24,399449,40,0
31,27494,50,2
47,368561,40,0
45,102096,40,0
19,406078,25,0
52,100506,50,0
52,29658,40,0
19,20469,12,2
60,181953,28,0
43,304175,50,0
24,170070,30,0
20,193416,40,0
51,194908,40,0
38,357962,40,0
21,214716,10,0
40,207578,50,0
54,146409,40,0
35,341643,50,0
52,131631,40,1
53,88842,40,0
56,128900,40,1
35,417136,40,1
43,336763,42,0
29,209301,40,0
29,120986,65,3
27,51025,40,0
58,218281,40,0
64,114994,18,0
53,335481,32,1
21,174503,30,0
40,230478,30,0
52,149650,40,0
38,149419,50,0
40,341539,30,0
39,185099,40,0
56,132930,50,0
68,128472,55,0
24,124971,38,0
40,344060,50,0
43,286750,99,1
38,296999,70,0
45,123681,40,0
18,232024,55,0
57,52267,50,0
49,119182,35,1
25,191230,40,0
52,23780,40,0
56,184553,56,0
26,242651,48,0
19,246226,40,0
25,86745,40,2
25,106889,30,0
21,460835,45,0
48,213140,40,0
33,37070,60,0
31,93589,40,4
26,213258,65,0
37,46814,38,0
29,168873,30,0
20,284737,20,0
28,309620,60,4
49,197418,20,0
73,132737,4,0
49,185041,40,0
51,159604,40,0
40,123557,40,0
24,275421,40,0
18,167147,24,0
41,197583,40,1
46,175109,40,0
46,117502,40,0
64,180401,40,0
50,146603,40,0
53,143822,36,0
21,51985,40,0
22,48121,25,0
37,234807,45,0
39,65324,55,0
30,302149,40,2
25,168403,40,0
26,159897,40,1
43,416338,50,0
59,370615,60,0
27,219371,40,0
55,120970,40,1
20,22966,12,0
25,34541,36,0
28,191027,40,0
29,107458,50,0
60,121832,40,0
37,233825,50,0
25,73839,40,0
27,109165,60,0
50,103063,40,0
41,29762,70,0
46,111979,47,0
35,150125,40,1
21,301853,40,0
35,296738,60,0
40,118001,40,1
49,149337,40,0
29,36601,50,0
43,118600,40,0
39,279272,60,1
35,181020,60,0
52,165998,40,0
25,218136,40,1
20,182200,30,0
46,39363,10,0
24,140001,40,0
29,193260,30,2
21,191243,40,0
37,207887,50,0
43,211450,40,0
19,184759,26,0
47,197836,45,0
61,232308,45,0
21,189888,55,0
35,301614,60,0
60,146674,40,1
27,225291,40,0
57,148509,35,2
56,136413,40,0
27,126060,40,0
47,73064,35,1
19,39026,30,0
28,33035,30,0
43,193494,40,0
63,147440,35,0
22,153131,40,0
25,64671,40,2
35,225399,40,0
20,174391,40,0
48,377757,70,0
30,364310,40,1
31,110643,40,0
20,70240,24,2
57,32694,50,0
41,95047,44,0
33,264936,40,0
27,367329,40,0
34,56026,60,0
22,186452,30,0
50,125417,40,1
40,242082,45,0
37,31023,51,0
40,397346,40,0
53,424079,55,0
38,108947,40,0
25,261979,40,0
51,55507,40,1
22,291407,40,1
18,353358,16,0
41,67339,40,0
33,235109,40,0
33,208180,40,0
67,423561,40,0
47,145290,50,0
24,403671,40,0
32,49325,40,0
29,370494,40,0
25,267012,45,0
33,191856,40,0
55,80445,40,0
31,379798,40,0
32,168387,50,0
18,301948,3,0
36,274809,50,0
58,233193,27,0
34,299635,50,0
19,236396,40,0
21,688355,40,1
36,37019,50,0
37,148015,40,1
43,122975,21,1
52,349795,40,0
48,229846,40,0
43,108945,38,0
22,237498,40,0
57,188872,40,0
37,324019,40,0
39,82488,38,2
54,206964,40,0
27,37088,40,0
21,152540,35,0
65,143554,38,0
30,126242,40,0
22,127185,40,0
26,164018,50,0
25,210184,40,0
35,117528,40,0
47,124973,50,0
23,182117,60,0
42,220049,40,1
39,247975,30,2
55,50164,60,0
24,123160,10,2
46,219962,40,0
53,79324,40,0
44,129100,60,1
40,210275,40,1
48,189462,40,0
26,171114,35,0
22,201799,40,0
35,200426,12,0
20,24395,20,0
43,191149,40,0
37,34173,25,0
30,350979,40,2
41,147314,50,3
38,136081,60,0
77,232894,40,1
42,373403,50,0
20,120601,40,1
36,130926,40,0
32,72338,40,2
27,129624,40,0
25,328697,45,0
40,191196,40,0
18,191117,25,0
49,110243,45,0
17,181580,16,0
29,89030,40,0
47,345493,55,2
24,277700,45,0
58,198478,24,0
29,250679,40,0
45,168837,24,0
30,142675,50,0
19,299050,20,0
59,107833,40,0
47,121958,30,0
41,282948,40,1
28,176683,40,0
46,34377,40,0
40,209833,60,0
66,41506,40,1
30,125159,45,1
44,147206,12,0
58,93664,60,0
21,315065,48,0
59,381851,40,1
35,185769,40,0
45,186272,40,1
30,312667,40,0
33,343925,40,1
26,195994,15,0
48,398843,35,1
31,73514,40,2
36,288049,45,0
48,54759,38,0
30,155343,40,0
33,401104,50,0
19,124884,25,0
37,287306,40,1
53,113995,45,0
18,146378,40,0
38,111499,50,0
34,34374,50,0
45,162187,52,0
33,147654,60,0
35,182467,44,0
22,183970,40,1
35,332588,30,0
45,26781,8,3
17,48610,45,0
50,162632,45,0
38,91711,50,0
33,198003,50,0
46,179048,35,0
25,262778,50,0
64,102470,40,0
62,123170,10,0
32,164243,60,0
17,262511,20,0
61,51170,55,0
40,91949,40,1
21,123727,40,0
39,173175,50,0
35,120301,45,0
29,250967,40,0
27,285432,40,1
20,36235,40,0
34,317219,20,0
51,110965,40,0
45,123283,15,1
20,249087,40,0
31,152940,40,0
29,376680,40,1
56,231232,30,0
55,168625,12,0
26,33939,20,0
46,155659,45,0
32,190228,40,0
28,216178,40,0
27,587310,35,0
23,155919,40,0
59,227386,40,0
26,138152,48,4
36,167482,40,0
18,57957,15,0
33,157747,70,0
60,88570,15,0
40,273308,48,0
48,216292,43,0
27,131298,48,0
19,386378,20,0
38,179668,50,0
26,210812,43,0
45,311671,40,0
20,215247,20,0
32,125856,40,0
22,74631,13,0
22,24008,40,0
38,354591,38,1
34,155343,50,0
46,308334,30,4
39,245361,25,0
79,158319,24,0
60,204486,8,0
24,314823,40,0
31,211334,65,0
37,73199,77,2
23,126550,40,0
31,260782,45,0
29,114224,40,0
22,64292,43,0
69,628797,20,0
55,219775,38,0
43,212894,40,0
23,260019,36,4
29,228075,35,0
22,239806,40,0
22,324637,42,0
25,163620,84,0
29,194200,45,0
25,129200,40,1
33,207172,40,0
33,135312,40,0
31,100734,28,0
30,226443,45,0
55,110871,40,0
36,192704,50,0
47,224108,40,0
28,78870,40,0
42,107762,40,0
51,183611,55,0
62,249078,40,1
65,208452,35,0
23,302195,40,0
60,199947,32,0
47,379118,60,1
50,174855,40,0
70,173736,6,0
32,39369,40,0
37,196348,40,0
31,340917,40,0
76,97077,12,1
54,200098,60,1
32,127651,40,0
31,315128,52,0
31,206823,50,0
65,316093,40,0
30,112115,60,0
63,203821,40,0
21,250051,10,0
40,298635,40,2
26,109193,40,0
18,130849,8,0
34,43959,50,0
66,222810,40,0
44,27242,60,0
30,53158,40,0
36,206520,40,0
31,164190,50,0
22,287988,20,0
28,200819,84,0
23,83891,40,2
49,65087,50,0
39,363418,35,0
67,182378,60,0
19,278870,16,0
30,174789,50,0
25,228608,40,2
24,184400,30,2
46,263568,40,0
37,117381,45,0
41,83411,40,0
40,49156,20,0
44,421449,40,0
32,238944,40,0
58,188982,20,1
48,175925,48,0
34,164190,40,0
29,232914,40,1
46,120121,50,0
36,180805,40,2
59,161944,38,0
29,319149,40,0
50,22428,40,0
25,290528,40,0
27,123984,35,2
48,34186,70,0
51,282680,70,0
36,183892,45,0
42,195124,50,0
49,55938,40,0
33,209900,20,0
40,179717,60,0
26,150361,40,0
69,164102,40,0
59,252714,30,0
30,205204,40,0
31,168906,35,0
30,112115,50,0
27,116531,40,0
20,202994,16,0
56,191917,40,0
24,341294,40,0
47,216734,50,0
51,182187,35,1
34,424988,45,0
47,379118,9,1
47,168232,44,0
20,147171,40,2
34,207668,54,0
31,193650,40,0
42,200187,32,0
52,188644,40,0
56,398067,40,0
53,29658,40,0
26,154966,50,0
81,364099,20,0
28,291374,40,1
57,97837,48,0
34,117983,40,0
31,345497,40,0
24,64167,40,1
20,315877,40,0
68,232151,40,1
60,225526,32,0
37,289653,40,0
25,179462,40,0
36,67317,40,0
45,77764,40,0
34,253438,60,0
31,150309,70,0
47,83064,60,0
60,376973,42,0
75,311184,24,0
43,159449,40,0
18,168288,40,0
25,74883,40,2
20,275190,40,0
32,189838,50,0
57,101338,20,0
43,331894,60,0
18,40293,40,0
41,88904,40,1
48,145041,40,0
35,46385,90,0
41,363591,40,0
23,183327,20,1
32,182556,45,0
33,267859,40,0
58,190747,40,0
22,162869,65,0
33,141229,50,0
42,174216,38,0
25,366416,40,0
39,172538,50,0
35,193026,45,0
50,184424,38,0
49,337768,50,0
25,179059,40,0
47,99549,40,1
46,72619,40,0
42,55764,40,1
37,30267,60,0
25,308144,40,0
29,206351,40,0
26,282304,45,0
26,176077,40,0
45,142719,40,0
34,114973,30,0
33,159548,40,1
43,91209,40,0
28,196564,45,0
51,149220,75,0
21,169699,35,0
23,218215,35,0
30,156718,40,0
46,55720,45,0
38,257250,50,0
20,194630,40,0
36,398931,50,0
37,362062,50,0
44,101593,42,0
33,196266,40,0
45,197332,40,0
47,97842,40,0
54,86837,40,2
17,57324,30,0
43,116852,36,0
45,154430,50,0
37,38468,40,0
44,188808,40,0
55,177163,50,0
41,187322,48,0
23,107578,40,0
38,168680,40,1
23,256755,40,0
35,360799,40,0
18,188476,20,0
47,30457,40,0
25,252752,8,0
41,443508,50,0
23,244408,24,2
41,178983,40,0
26,143068,50,0
30,247328,40,0
42,201732,40,0
35,246829,40,0
28,290267,18,0
29,119170,40,0
21,207923,15,0
48,170142,40,0
44,187164,60,0
34,303867,40,0
19,291429,25,0
32,213179,40,0
31,111843,40,1
25,297154,40,0
47,68493,40,1
46,340718,40,0
18,194059,40,0
31,47296,20,0
28,286310,40,0
38,207202,48,0
33,132601,40,0
17,139183,15,0
41,160785,40,0
46,117849,40,0
38,225605,44,0
24,190290,60,0
49,164799,40,0
60,21876,40,3
44,160785,60,0
63,272425,40,0
40,168538,60,0
45,204205,50,0
49,142287,50,0
36,169926,40,0
65,205024,8,0
41,374764,20,0
25,108779,40,0
20,293136,35,0
60,227332,40,0
17,246308,20,0
28,51331,16,0
31,153078,50,4
47,169180,35,0
45,193451,45,0
51,305147,40,0
23,138892,40,1
44,402397,60,0
34,223267,50,0
19,29250,10,0
51,203953,40,0
46,29696,40,0
30,315640,40,2
37,632613,35,0
56,282023,45,0
29,77760,45,0
46,148599,50,0
55,414994,40,0
45,339863,48,0
34,499249,40,0
45,144354,40,1
41,252058,40,0
22,99543,20,0
34,117963,50,0
27,194652,40,1
29,299705,37,1
19,27433,30,0
47,39986,40,0
43,135342,50,0
52,270142,60,1
33,118267,60,0
29,266043,40,0
23,35633,40,0
23,74568,40,0
39,214816,60,0
43,222971,40,0
31,259425,40,0
47,212120,40,0
26,245880,60,0
58,54947,55,0
47,79627,50,0
55,151474,38,0
26,132661,40,0
28,161674,40,0
36,62346,40,1
40,227236,50,0
19,283033,40,0
63,298249,40,0
42,251229,40,0
76,199949,13,0
23,305498,40,0
38,203836,40,0
33,79440,30,2
48,142719,40,0
56,119859,40,0
32,141410,40,1
44,202872,25,0
27,198813,40,1
33,129707,50,0
22,445758,40,0
18,30246,20,0
44,173981,40,0
42,108506,60,3
34,134886,40,0
45,181970,40,0
57,282913,40,0
59,196013,40,0
33,348491,40,1
52,416164,49,4
17,121037,15,0
29,103111,30,0
63,147589,30,0
20,24008,24,0
42,123838,50,0
50,175456,50,0
55,84774,30,0
27,194590,25,1
28,134566,45,0
55,211678,45,0
44,44822,40,0
53,144586,40,0
23,119156,40,0
25,371987,40,0
44,144125,40,0
55,31905,40,0
48,121124,35,0
46,58126,40,0
26,318518,40,0
30,296509,45,0
32,473133,40,0
52,155434,48,0
52,99185,50,0
39,56648,47,0
57,118481,40,0
21,321666,40,0
22,119838,10,0
26,330695,40,0
26,58039,40,0
44,313022,40,1
42,178134,30,0
40,165309,43,0
22,216181,45,0
62,178745,45,0
44,111067,40,0
18,163788,40,0
33,295591,40,0
45,123075,50,0
18,78045,40,0
32,255004,40,0
33,254221,60,0
20,174714,15,0
68,450580,20,0
61,128230,50,0
48,192894,40,0
45,325390,40,0
36,20333,40,0
32,128714,32,1
35,170797,40,0
39,269186,40,0
53,127671,40,0
30,211840,16,1
37,163392,40,2
40,201495,45,0
25,251854,40,1
41,279297,60,1
52,195462,98,0
33,170769,40,0
28,142443,40,0
25,182809,40,0
53,121441,55,0
44,275094,10,0
35,170263,40,0
38,172571,58,0
34,178615,40,0
33,279524,40,0
24,165201,45,0
65,323006,25,1
29,235168,60,0
39,114844,65,0
46,216414,40,0
37,34378,60,0
47,80914,47,0
62,73292,40,0
54,212165,60,0
90,52386,35,2
33,205649,20,0
57,109638,45,0
25,200408,40,0
44,187720,50,0
52,236180,50,0
21,118693,40,0
31,363130,18,1
39,225544,40,0
59,243612,40,0
29,160786,55,0
49,234320,45,1
34,314646,40,0
22,124971,40,0
32,209184,40,4
39,121838,40,1
46,265275,60,0
50,71417,40,0
34,45522,40,0
28,250135,55,0
18,120283,24,0
20,216972,30,0
20,116791,40,0
55,26290,38,3
22,216134,40,1
60,143932,40,0
40,217120,50,0
47,223944,30,0
23,185452,35,0
57,44273,40,0
52,178983,40,0
42,219288,40,0
25,349190,20,0
49,158685,40,0
41,57924,40,0
40,270324,30,1
38,33001,55,0
58,204021,40,0
26,192506,35,1
57,372967,70,0
28,273929,60,0
42,195821,40,0
28,56179,55,0
17,127003,40,1
39,124090,40,0
28,199600,40,1
42,255847,48,0
51,218311,50,0
27,167336,39,0
41,59938,43,0
28,263728,40,0
54,278230,30,0
73,180603,8,0
49,43910,30,0
47,190139,40,0
27,109001,49,0
42,159931,45,0
32,194987,40,1
32,87310,41,0
27,133937,40,0
29,207064,40,0
22,36011,30,0
41,168294,40,0
49,194895,40,0
58,49884,50,0
41,27305,40,0
26,229977,35,0
21,64520,55,0
32,134886,2,0
37,305379,50,0
23,202284,20,0
42,99185,40,0
25,159662,26,0
67,197865,40,0
41,175149,38,1
49,349633,50,0
36,135293,45,0
18,242893,35,0
25,218667,40,0
43,144811,50,0
38,146091,36,0
21,206861,20,0
65,226215,15,0
66,114447,35,0
33,124187,60,1
51,147954,38,1
27,64379,40,0
17,156501,16,0
32,207668,45,0
61,161279,36,0
38,225707,40,0
43,115603,40,0
40,506329,40,2
63,275034,35,0
76,172637,20,0
42,56483,40,0
43,144778,40,0
76,33213,30,0
41,297248,45,0
17,137042,20,0
30,33308,40,0
30,158420,50,0
22,41763,25,0
53,220640,20,4
28,149734,52,1
25,262245,40,0
24,349691,40,1
47,185385,40,0
34,174463,50,0
26,236068,20,0
63,445168,56,3
25,91334,75,0
28,33895,45,0
36,214816,40,0
24,229773,40,0
51,166386,35,2
44,266135,50,0
18,300379,12,0
54,392502,40,0
61,73809,40,0
51,193720,45,0
43,316183,40,0
51,162944,40,0
50,186888,40,1
27,330132,25,0
24,192017,30,0
20,161978,20,0
52,202930,40,0
57,323309,40,0
49,197332,60,0
42,204033,35,0
22,271274,40,0
38,174242,40,0
21,209483,20,0
39,99146,60,0
52,102346,35,0
25,181666,40,0
50,207367,40,0
35,82622,80,0
50,202296,40,0
58,142182,25,0
48,94342,45,0
30,41493,35,0
18,181712,12,0
29,164607,40,0
52,41496,45,0
63,143098,40,0
36,196529,40,0
24,157332,42,0
30,154935,40,1
23,223231,40,4
35,253860,20,0
21,362589,20,0
28,94880,43,0
20,309580,40,0
18,130389,20,0
21,349365,15,0
27,376936,40,0
42,179557,40,0
21,105577,30,0
51,224207,40,0
27,47907,40,0
23,191283,40,0
57,20953,40,0
22,186569,12,0
59,43221,60,0
38,161141,40,0
20,203003,40,0
90,141758,40,0
35,113322,40,0
50,343847,38,0
45,214068,50,0
44,116632,50,0
23,240160,40,0
34,516337,40,0
23,284651,43,0
39,141420,40,0
19,42750,55,0
54,165278,40,0
40,167265,43,0
44,139907,50,0
31,236415,20,0
25,312966,40,0
33,118941,32,0
32,198068,60,0
36,373952,40,0
47,236111,55,4
80,157778,10,0
21,143604,8,0
35,319831,60,0
77,132728,45,0
30,137606,40,0
35,61343,40,0
49,268234,40,0
33,100135,25,0
53,34973,45,0
41,323790,55,0
57,319733,40,0
21,180339,25,0
19,125591,40,0
28,60772,45,0
42,74680,60,0
29,141185,55,0
38,204668,25,0
26,273792,20,0
41,70037,60,0
40,343068,40,0
36,177907,40,0
28,144063,40,0
25,257574,20,1
42,67065,60,0
32,183356,40,0
32,152940,30,0
37,227128,40,0
39,45607,56,0
49,155489,40,0
28,230704,40,1
24,267955,20,0
19,165115,40,0
31,49923,40,0
40,272240,40,0
29,255476,30,0
59,194290,48,0
52,145548,40,0
27,175262,40,0
45,37306,45,0
58,137547,40,2
53,276515,40,0
23,174626,25,0
35,215310,40,0
49,332355,40,0
49,204057,40,0
25,391591,40,0
47,169092,50,0
28,230743,40,0
20,190963,30,0
74,204840,56,0
19,169853,24,0
28,212091,40,0
31,202822,40,1
61,226989,40,0
30,140011,53,0
20,432376,40,0
35,90273,40,0
23,224424,40,0
25,168943,30,0
19,571853,30,0
30,156464,45,0
26,108542,35,0
34,194325,45,0
49,114797,40,1
35,40135,40,0
38,204756,40,0
36,228190,20,1
33,163392,48,3
54,138845,40,0
19,169853,40,0
18,206359,40,0
60,224097,40,0
28,160786,40,0
43,190044,40,0
49,145290,40,0
25,120268,70,0
17,327434,20,0
41,218302,60,0
30,1184622,35,1
90,227796,60,0
25,206343,40,0
27,36851,35,0
29,148550,40,0
55,157079,40,1
31,142470,40,1
43,86750,99,0
63,361631,40,0
46,163229,40,0
59,179594,40,0
42,254773,50,1
26,58065,20,0
26,205428,45,0
20,41183,30,0
19,308064,40,1
61,173924,40,0
23,142547,40,0
24,119704,40,0
35,275364,40,0
42,207392,12,0
31,147215,21,0
31,101562,55,0
63,216413,25,0
29,188986,64,0
43,52849,40,0
22,304710,10,2
17,265657,25,0
23,258298,40,0
35,360814,45,0
32,53260,28,4
50,127315,60,0
25,233777,40,0
26,197530,40,0
32,340940,40,0
29,88432,50,0
57,183810,40,0
90,51744,50,1
35,175614,40,0
31,235237,60,1
60,227266,33,0
21,146499,40,0
71,337064,40,0
22,141003,30,0
50,117791,40,0
37,172846,45,0
23,73514,40,2
74,211075,30,0
67,197816,70,0
59,43221,43,0
28,183780,40,0
45,26781,40,3
63,271550,20,0
39,250157,63,0
33,913447,40,1
32,153078,40,2
34,181091,45,0
39,231491,40,0
29,95423,36,0
22,234663,40,0
53,283602,43,0
46,328669,42,0
51,143741,40,0
44,83508,99,0
56,81954,40,0
27,261375,40,1
52,310045,30,2
39,316211,40,0
45,88564,40,0
37,61299,45,0
33,113364,40,0
35,476573,4,0
46,267107,45,0
35,48123,50,0
33,214635,50,1
48,115585,40,0
32,194141,50,0
18,23233,40,0
20,89991,32,0
35,101709,60,2
19,237455,25,0
21,206492,40,0
56,28729,40,0
28,153475,16,0
45,275517,40,0
32,128002,45,0
44,175485,12,0
55,189664,40,0
34,209808,40,0
33,176992,40,0
36,154669,55,0
25,191271,40,0
28,375482,40,0
39,102953,55,0
53,169182,40,0
47,184005,45,3
49,30751,60,0
22,145477,40,3
31,91964,40,0
44,49249,80,0
19,218956,40,0
37,241306,40,0
60,251572,35,0
23,319842,25,0
44,332401,65,0
54,182388,35,0
23,205939,38,0
21,203914,10,0
19,156294,25,0
51,254211,20,0
41,151504,50,0
61,85548,18,0
19,30800,40,3
22,131230,40,0
22,61850,40,0
49,227800,32,0
35,133454,50,0
38,104094,40,0
29,105422,40,0
56,142182,45,0
41,336643,80,0
62,200577,45,0
27,208703,40,0
55,193895,40,0
25,272428,42,0
33,56701,75,0
26,288592,40,0
43,266439,45,0
53,276868,40,0
43,131435,40,0
56,175127,35,0
25,277444,50,0
60,63296,40,1
28,96337,40,0
21,221955,40,0
40,197923,40,1
29,632593,40,1
20,205970,25,0
25,139730,80,0
18,201901,10,0
32,230224,35,0
27,113464,35,4
48,94461,16,0
20,271379,25,0
55,231738,40,0
33,198183,50,0
21,140764,12,0
43,183479,30,0
35,165767,40,0
39,139364,35,0
19,227491,40,2
25,222254,40,1
44,193494,72,0
27,29261,40,0
39,174368,40,0
69,108196,40,0
34,110622,40,2
20,201680,35,0
37,130277,40,0
43,98130,39,0
62,235521,48,0
34,595000,40,1
31,349148,48,0
42,117583,60,0
26,164583,30,0
39,340091,75,0
25,49092,40,0
54,186884,30,1
44,167265,60,0
34,34104,38,0
21,265116,40,0
50,128378,55,0
33,158416,40,0
40,169878,40,0
44,296728,40,0
33,342458,56,0
21,38771,40,0
35,269300,60,1
43,111483,40,0
57,199114,30,0
51,33863,45,0
29,132874,40,0
51,277024,40,1
35,112160,40,0
18,703067,20,0
58,127264,50,0
57,257200,40,0
19,57206,20,0
37,201319,40,0
38,114079,44,0
45,230979,40,0
27,292472,40,2
64,286732,40,0
38,134444,72,0
30,172403,30,0
46,191357,40,0
18,279288,30,0
60,389254,40,0
30,303867,44,0
47,164113,40,1
39,111499,40,0
42,266084,45,0
27,61580,40,0
44,231348,40,0
33,164748,40,0
54,205337,50,0
58,54566,35,0
45,34419,30,0
59,116442,50,0
29,290740,50,0
27,255582,40,0
44,112517,20,0
44,169397,40,0
33,172664,70,0
27,329005,40,0
33,123253,55,0
55,81865,40,1
32,173314,60,4
31,34572,45,0
57,159028,60,0
30,149184,45,0
78,363134,1,0
28,308709,48,0
30,257295,40,2
29,168479,40,0
66,142501,3,1
60,338345,45,0
31,177675,40,0
26,262617,40,0
24,200997,45,0
29,176683,50,0
44,376072,45,0
34,177675,55,0
59,348430,43,0
23,320451,24,2
23,38151,40,0
55,123382,35,1
39,151029,40,0
39,484475,40,1
57,329792,75,0
35,148903,40,0
39,301614,48,0
47,176319,38,0
53,53197,50,0
23,291407,25,1
35,204527,50,0
44,476391,40,0
28,224964,25,0
26,306225,40,2
23,292023,45,0
32,94041,25,0
49,187563,50,0
36,176101,60,0
36,749105,36,0
41,230020,40,4
21,216070,46,3
54,105010,40,0
43,198203,40,1
35,215419,40,0
31,120460,50,0
46,199316,40,2
46,146919,40,0
56,174744,40,0
45,189564,1,0
21,249957,40,0
51,146574,50,0
47,156417,20,0
42,236110,40,0
19,63363,30,0
25,190107,40,0
37,126569,60,0
35,176756,40,1
40,115161,30,0
57,138892,15,0
38,256864,50,0
48,265083,38,0
34,249948,34,0
46,31141,40,0
30,164190,38,0
45,67544,50,0
32,174789,50,0
35,199753,48,0
62,122246,39,0
56,188166,40,0
50,96586,40,0
25,189590,40,0
41,140590,33,1
35,255702,27,0
33,260782,41,0
38,169926,40,0
37,151322,40,0
56,192869,40,0
19,93604,32,0
31,86958,40,0
